entry,at,order
"The player ""CStam @ CPnkzyEFJl"" quits the game with a stack of 0.",2021-01-07T04:18:36.719Z,160999311672600
"-- ending hand #140 --",2021-01-07T04:18:30.683Z,160999311069901
"""GoodCards @ on8x5AfTJK"" collected 1290 from pot with hi hand with full house twos full of nines (combination: 9♠, 9♥, 2♣, 2♥, 2♦)",2021-01-07T04:18:30.683Z,160999311069900
"River: 9♠, 9♥, 2♦, 4♣ [10♣]",2021-01-07T04:18:27.631Z,160999310765200
"Turn: 9♠, 9♥, 2♦ [4♣]",2021-01-07T04:18:24.620Z,160999310462400
"""GoodCards @ on8x5AfTJK"" shows a 2♣, 2♥, Q♥, 6♠.",2021-01-07T04:18:21.597Z,160999310159802
"""CStam @ CPnkzyEFJl"" shows a 6♦, Q♠, 3♥, 6♥.",2021-01-07T04:18:21.597Z,160999310159801
"Uncalled bet of 555 returned to ""GoodCards @ on8x5AfTJK""",2021-01-07T04:18:21.597Z,160999310159800
"""CStam @ CPnkzyEFJl"" calls 445 and go all in",2021-01-07T04:18:20.783Z,160999310078400
"""GoodCards @ on8x5AfTJK"" raises to 1000",2021-01-07T04:18:14.430Z,160999309443000
"""CStam @ CPnkzyEFJl"" bets 200",2021-01-07T04:18:11.165Z,160999309116600
"""GoodCards @ on8x5AfTJK"" checks",2021-01-07T04:18:08.657Z,160999308865900
"Flop:  [9♠, 9♥, 2♦]",2021-01-07T04:18:02.783Z,160999308278800
"""CStam @ CPnkzyEFJl"" checks",2021-01-07T04:18:01.961Z,160999308196200
"""GoodCards @ on8x5AfTJK"" calls 200",2021-01-07T04:17:56.606Z,160999307660700
"""2000 @ IX_jYwdAn0"" folds",2021-01-07T04:17:53.428Z,160999307342800
"""CStam @ CPnkzyEFJl"" posts a big blind of 200",2021-01-07T04:17:46.079Z,160999306608006
"""GoodCards @ on8x5AfTJK"" posts a small blind of 100",2021-01-07T04:17:46.079Z,160999306608005
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (645) | #8 ""2000 @ IX_jYwdAn0"" (3037) | #9 ""GoodCards @ on8x5AfTJK"" (4318)",2021-01-07T04:17:46.079Z,160999306608001
"-- starting hand #140  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""2000 @ IX_jYwdAn0"") --",2021-01-07T04:17:46.079Z,160999306608000
"-- ending hand #139 --",2021-01-07T04:17:40.153Z,160999306015402
"""2000 @ IX_jYwdAn0"" collected 400 from pot",2021-01-07T04:17:40.153Z,160999306015401
"Uncalled bet of 200 returned to ""2000 @ IX_jYwdAn0""",2021-01-07T04:17:40.153Z,160999306015400
"""GoodCards @ on8x5AfTJK"" folds",2021-01-07T04:17:39.335Z,160999305933600
"""2000 @ IX_jYwdAn0"" bets 200",2021-01-07T04:17:36.238Z,160999305623800
"Flop:  [K♣, 4♦, 6♥]",2021-01-07T04:17:31.245Z,160999305124700
"""GoodCards @ on8x5AfTJK"" checks",2021-01-07T04:17:30.423Z,160999305042400
"""2000 @ IX_jYwdAn0"" calls 200",2021-01-07T04:17:27.710Z,160999304771100
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:17:24.961Z,160999304496200
"""GoodCards @ on8x5AfTJK"" posts a big blind of 200",2021-01-07T04:17:20.800Z,160999304080106
"""2000 @ IX_jYwdAn0"" posts a small blind of 100",2021-01-07T04:17:20.800Z,160999304080105
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (645) | #8 ""2000 @ IX_jYwdAn0"" (2837) | #9 ""GoodCards @ on8x5AfTJK"" (4518)",2021-01-07T04:17:20.800Z,160999304080101
"-- starting hand #139  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""CStam @ CPnkzyEFJl"") --",2021-01-07T04:17:20.800Z,160999304080100
"-- ending hand #138 --",2021-01-07T04:17:14.758Z,160999303476502
"""2000 @ IX_jYwdAn0"" collected 645 from pot with hi hand with a pair of queens (combination: 9♠, 10♦, A♥, Q♣, Q♥)",2021-01-07T04:17:14.758Z,160999303476501
